text,congress,chamber,date,,,,
"S.543 by riegle (d-mi) -- federal deposit insurance corporation improvement act of 1991 foreign bank supervision enhancement act of 1991 bank enterprise act of 1991 truth in savings act qualified thrift lender reform act of 1991 (pub. l. 102-242, approved 12/19/91) (Senate agreed to the kohl amendment no. 1351, to express the sense of the Senate with respect to foreign deposits.)",One-Hundred and Second Congress,Senate,11/18/1991,,,,
"S.2 by kennedy, edward (d-ma) -- neighborhood schools improvement act parents as teachers: the family involvement in education act of 1992 civic and character values-in-schools act of 1992 (three-fifths of those senators duly chosen and sworn having voted in the affirmative, Senate agreed to close further debate on the motion to proceed to consideration of s. 2, neighborhood schools improvement act.)",One-Hundred and Second Congress,Senate,1/21/1992,,,,
"(Senate agreed to cochran/kennedy amendment no. 1473, to establish new waiver authority for new american schools within the neighborhood schools improvement act.)",One-Hundred and Second Congress,Senate,1/23/1992,,,,
"(Senate agreed to hatfield amendment no. 1474, to allow the secretary of education to waive the statutory or regulatory educational requirements of certain federal programs in exchange for holding grantees accountable for achieving educational goals.)",One-Hundred and Second Congress,Senate,1/23/1992,,,,
"S.res.248 by durenberger (r-mn) -- Resolution concerning the signing of the cease-fire agreement in el salvador (Senate passed s. res. 248, expressing the sense of the Senate regarding the signing on january 16, 1992, of the agreements for a formal cease-fire in el salvador.)",One-Hundred and Second Congress,Senate,1/29/1992,,,,
"S.12 by danforth (r-mo) -- cable television consumer protection and competition act of 1992 (pub. l. 102-385, approved by override of veto 10/05/92) (Senate agreed to the helms amendment no. 1514, to limit the access of children to indecent programming by a cable operator.)",One-Hundred and Second Congress,Senate,1/30/1992,,,,
"(Senate agreed to the gore/chafee amendment no. 1570, to urge the president to take the appropriate actions to combat stratospheric ozone depletion.)",One-Hundred and Second Congress,Senate,2/6/1992,,,,
"S.479 by leahy (d-vt) -- national cooperative research act extension of 1991 (three-fifths of those senators duly chosen and sworn having voted in the affirmative, Senate agreed to close further debate on the motion to proceed to s. 479, to encourage innovation and productivity, stimulate trade, and promote the competitiveness and technology leadership of the united states.)",One-Hundred and Second Congress,Senate,2/25/1992,,,,
"(Senate agreed to the deconcini amendment no. 1780, to express the sense of the Senate with respect to funding for the special supplemental food program for women, infants and children (wic).)",One-Hundred and Second Congress,Senate,4/10/1992,,,,
"S.c.r.120 by byrd, robert (d-wv) -- constitution of the united states, amendment - 27th amendment (Senate agreed to s. con. res. 120, declaring an article of amendment to be the twenty-seventh amendment to the constitution of the united states.)",One-Hundred and Second Congress,Senate,5/20/1992,,,,
"S.res.298 by byrd, robert (d-wv) -- constitution of the united states, amendment - 27th amendment (Senate agreed to s. res. 298, declaring an article of amendment to be the twenty-seventh amendment to the constitution of the united states.)",One-Hundred and Second Congress,Senate,5/20/1992,,,,
"S.2743 by pell (d-ri) -- yugoslavia sanctions act of 1992 (Senate passed s. 2743, to deter and punish aggression against the newly independent countries of the defunct socialist federal republic of yugoslavia, and to promote human rights within the newly constituted republic of yugoslavia.)",One-Hundred and Second Congress,Senate,5/21/1992,,,,
"(Senate passed s. 1985, to establish a commission to review the bankruptcy code, and to amend the bankruptcy code in certain aspects of its application to cases involving commerce and credit and individual debtors and add a temporary chapter to govern reorganization of small businesses.)",One-Hundred and Second Congress,Senate,6/17/1992,,,,
"(Senate agreed to the byrd amendment no. 2705, to provide for eligibility of estonia, latvia, and lithuania for nonlethal excess defense articles.)",One-Hundred and Second Congress,Senate,7/2/1992,,,,
"S.res.324 by kerry, john (d-ma) -- Resolution concerning files pertaining to pow's and mia's (Senate agreed to s.res. 324, to express the sense of the Senate that the president of the united states expeditiously issue an executive order requiring all executive branch departments and agencies to declassify and publicly release without compromising u.s. national security all documents, files and other materials pertaining to pow's and mia's.)",One-Hundred and Second Congress,Senate,7/2/1992,,,,
"H.r.5503 by yates (d-il) -- department of the interior and related agencies appropriations act, 1993 (pub. l. 102-381, approved 10/05/92) (Senate agreed to the domenici amendment no. 2867, to declare the sense of the Senate with respect to corporate and institutional responsibility for the moral flavor, content and repercussions of the activities, products and services of their corporations and institutions.)",One-Hundred and Second Congress,Senate,8/4/1992,,,,
"(Senate agreed to the motion to begin consideration of the nomination of edward e. carnes, of alabama, to be u.s. circuit judge for the eleventh circuit.)",One-Hundred and Second Congress,Senate,8/7/1992,,,,
"H.c.r.34 by studds (d-ma) -- Resolution calling for continued policy against commercial whaling (House passed h. con. res. 34, amended, calling for a continued united states policy of opposition to the resumption of commercial whaling, and otherwise expressing the sense of the Congress with respect to conserving and protecting the world's whale, dolphin, and porpoise populations.)",One-Hundred and Third Congress,House,2/16/1993,,,,
"H.c.r.39 by derrick (d-sc) -- Resolution providing for a joint session of Congress (House passed h.con.res. 39, providing for a joint session of Congress to receive a message from the president.)",One-Hundred and Third Congress,House,2/17/1993,,,,
"(House agreed to section 7 of the Senate amendment to h.r. 920, to extend the emergency unemployment compensation program.)",One-Hundred and Third Congress,House,3/4/1993,,,,
"H.r.1109 by lipinski (d-il) -- merchant seamen reemployment rights act of 1993 (House passed h.r. 1109, to amend the merchant marine act, 1936 to establish reemployment rights for certain merchant seamen.)",One-Hundred and Third Congress,House,3/16/1993,,,,
"(House agreed, on a separate vote, to the delay amendment, as amended by the waxman amendment, that requires that persons who counsel patients at federally funded family planning clinics on pregnancy management options must have a professional degree in medicine, nursing, clinical psychology, an allied profession, social work or persons who meet criteria established by the department of health and human services or persons who are allowed to provide such counseling under state law.)",One-Hundred and Third Congress,House,3/25/1993,,,,
"(House agreed, on a separate vote, to the burton of indiana amendment, as amended by the waxman amendment, that requires title x clinics to distribute only those condoms which meet current requirements for quality control and labeling, and any subsequently developed standards, established by the food and drug administration for the prevention of pregnancy and the prevention of transmission of sexually-transmitted diseases.)",One-Hundred and Third Congress,House,3/25/1993,,,,
"H.c.r.64 by sabo (d-mn) -- Resolution concerning the congressional budget for fiscal years 1994, 1995, 1996, 1997, and 1998 (House agreed to the kasich motion to instruct House conferees to agree to the highest level of deficit reduction, the lowest levels of budget outlays, and the lowest level of revenues within the scope of the conference without resorting to higher taxes on social security beneficiaries.)",One-Hundred and Third Congress,House,3/25/1993,,,,
"S.662 by rockefeller (d-wv) -- veterans' benefits, title 38 u.s.c., amendment social security act, amendment veterans health care act of 1992, technical corrections (pub. l. 103-18, approved 4/12/93) (House passed s. 662, to amend title 38, united states code, and title xix of the social security act to make technical corrections relating to the veterans health care act.)",One-Hundred and Third Congress,House,3/30/1993,,,,
